Organizations,Processed_Abstracts
"Duy Tan University, Duy Tan University, Universiti Teknologi Malaysia, Universiti Teknologi Malaysia, Universiti Teknologi Malaysia Jalan Sultan Yahya Petra, Chulalongkorn University, Institute of Higher Education ACECR Khouzestan",2021 authors exclusive licence springerverlag gmbh de part springer naturedaily human activities generate greenhouse gases total emission greenhouse gases called carbon footprint expressed carbon dioxide equivalent co2e units new educational institution universiti teknologi malaysia utm began take part intergovernmental panel climate change ipcc programme supports reduction carbon emissions study total amount co2 produced utm 4 years measured three categories 1 emissions fleet university vehicles public transportation 2 electricity water emissions 3 emissions produced staff student transportation waste generation paper maintenance contractors special evaluation method alternative method calculate greenhouse gases measures elementssources greenhouse gases functional unit reference helps assessor avoid double measurement anthropogenic gases study results demonstrated air transportation utilised university students employees electricity usage contributed 3474 1937 1819 carbon emissions respectively total co2 emissions three sources 4 years 48442 mt data carbon footprint university form basis monitoring evaluation regulation greenhouse gas emissions malaysia moreover university constructed operates smart house large solar parking lot capacity 10 mw uses solar windpowered lighting encourages use bicycles electric scooters achieve annual reduction total co2 emissions intensity results study suggested carbon reduction project encourage university members public society understanding environment allowing utm become centre excellence operation green campus urban areas graphic abstract figure available see fulltext
"Texas A&M University, University of Exeter, University of Helsinki, University of Quebec at Montreal, Tanjungpura University, University of Hawaii at Manoa, Pontificial Xavierian University, University of Bristol, Bowdoin College, Chulalongkorn University, Los Angeles, Max Planck Institute for Meteorology, University of Nottingham, University of Magallanes, University of Bern, Université de Montréal, Texas A&M University, Lehigh University, Northeast Normal University, Mount Holyoke College, McGill University, Stockholm University, University of Leicester, KU Leuven, University of St Andrews, Florida State University, Aarhus University, University of Toronto, Instituto Franco-Argentino para el Estudio del Clima y sus Impactos, University of New Hampshire, University of Lodz, CNRS-UPS-INPT, Cranfield University, University of Alberta, University of York, Max Planck Institute for Biogeochemistry, Lawrence Berkeley National Laboratory, United States Geological Survey, Texas A&M University at Galveston, University of Victoria, Adam Mickiewicz University, Natural Resources Institute Finland (Luke), Agroscope, University of Helsinki, University of London, University of Helsinki, University of Queensland, Lamont-Doherty Earth Observatory, National Park Service, University of York, Hope College, University of Reading, Uva Wellassa University, University of Nottingham, Université de Montréal, Queen’s University Belfast, Berkeley, Memorial University",2020 authors exclusive licence springer nature limitedthe carbon balance peatlands predicted shift sink source century however peatland ecosystems still omitted main earth system models used future climate change projections considered integrated assessment models used impact mitigation studies using evidence synthesized literature expert elicitation define quantify leading drivers change impacted peatland carbon stocks holocene predict effect century far future also identify uncertainties knowledge gaps scientific community provide insight towards better integration peatlands modelling frameworks given importance contribution peatlands global carbon cycle study shows peatland science critical research area still long way go fully understand peatland–carbon–climate nexus
"Central South University, Central South University, Chulalongkorn University",2022 authors rights reservedto utilize intermittent renewable energy well achieve goals peak carbon dioxide emissions carbon neutrality various electrocatalytic devices developed however electrocatalytic reactions eg hydrogen evolution reactionoxygen evolution reaction overall water splitting polysulfide conversion lithiumsulfur batteries formationdecomposition lithium peroxide lithiumoxygen batteries nitrate reduction reaction degrade sewage suffer sluggish kinetics caused multielectron transfer processes owing merits accelerated charge transport optimized adsorptiondesorption intermediates raised conductivity regulation reaction microenvironment well ease combine geometric characteristics builtin electric field bief expected overcome problems give review recent progress bief efficient energy electrocatalysis first construction strategies characterization methods qualitative quantitative analysis bief summarized uptodate overviews bief engineering electrocatalysis attention electron structure optimization reaction microenvironment modulation analyzed discussed detail end challenges perspectives bief engineering proposed review gives deep understanding design electrocatalysts bief nextgeneration energy storage electrocatalytic devices
"Cranfield University, Chiang Mai University, Chulalongkorn University, King Mongkut's University of Technology",2022 authorsthe intensification drought affects agricultural production leading economic losses environmental degradation social impacts move toward resilient system configurations requires understanding processes shape farmers adaptation amidst complex institutional contexts social networks important part collective action supporting adaptive capacity continuing calls strengthen network connectivity agricultural governance impacts climate change survey 176 farmers northern thailand explore extent characteristics information shared catchment advice network associated adaptations statistical analyses reveal perceived efficacy communications well farmers relative closeness advice network positively associated adaptation drought identify capacity local actors bridge information bottlenecks network opportunities institutions enhance dissemination information reach less networked farmers find adaptations perceived effective future drought infer opportunities support engagement extension services encourage sharing local knowledge experience devise policy interventions strengthen advice networks resilient agricultural systems article part royal society science meeting issue drought risk anthropocene
"University of Melbourne, Vrije Universiteit Amsterdam, Leiden University, Universidad Pedagógica y Tecnológica de Colombia, Université du Québec à Montréal, University of Tartu, Makerere University, Cheikh Anta Diop University, Université de Toulouse, University of Warsaw, Chulalongkorn University, University of Girona, University of Milan-Bicocca, University of Latvia, Pontificia Universidad Católica del Perú, University of the Witwatersrand, Victoria University of Wellington, Saarland University, UNED, Pontificia Universidad Católica de Chile, Hitotsubashi University, The Slovak Academy of Sciences, University of San Carlos, Swansea University, KU Leuven, The University of Edinburgh, Ss Cyril and Methodius University in Skopje, Universiti Kebangsaan Malaysia, Lancaster University, University of Illinois Chicago, University of Nigeria, MEF University, University of Haripur, University of British Columbia, Yonsei University, The University of Texas, National University of Singapore, Federal University of Paraíba, Queens University Belfast, CIS-IUL, Taras Shevchenko National University of Kyiv, Fudan University, Lingnan University",2022 authorspeople cooperate every day ways range largescale contributions mitigate climate change simple actions leaving another individual choice – known social mindfulness yet clear whether complex simple forms cooperation relate prior work found countries individuals made socially mindful choices linked higher country environmental performance – proxy complex cooperation replicated initial finding 41 samples around world demonstrating robustness association social mindfulness environmental performance substantially built show relationship extended wide range complex cooperative indices tied closely many current societal issues found greater social mindfulness expressed individual related living countries social capital community participation reduced prejudice towards immigrants findings speak symbiotic relationship simple complex forms cooperation societies
"Jimei University, Ministry of Natural Resources, Alfred Wegener Institut–Helmholtz Zentrum für Polar– und Meeresforschung, University of Malaya, Universiti Malaysia Sarawak, Chulalongkorn University, Chulalongkorn University, Sam Ratulangi University, Ministry of Natural Resources",2022the response marine ecosystems rapid climate changes well recognized studied extensively benthic microalgae contrast phytoplankton able transported currents limited dispersal ability thus better ecological indicator climate changes performed sampling yellow sea east china sea south china sea established twentysix strains benthic prorocentrum detailed morphological molecular examinations five prorocentrum species including p concavum p fukuyoi p mexicanum p tsawwassenense p cf sculptile identified p concavum p fukuyoi displayed marked intraspecific divergences large subunit lsu ribosomal rna gene sequences corresponding geographical origins contrast p mexicanum strains shared identical lsu sequence prorocentrum tsawwassenense p cf sculptile suitable ecological indicators rarely observed prorocentrum mexicanum recommended either present across region contrast p concavum p fukuyoi advantages ecological indicators climate changes western pacific comprise several ribotypes differentiated biogeography toxin analysis also performed five species except p fukuyoi liquid chromatography coupled tandem mass spectrometry okadaic acid detectable
"Newcastle University, Northumbria University, Newcastle University, Chulalongkorn University",2022 authorscarbon capture storage required meet paris agreement targets photosynthesis nature’s carbon capture technology drawing inspiration lichen engineered 3d photosynthetic cyanobacterial biocomposites ie lichen mimics using acrylic latex polymers applied loofah sponge biocomposites co2 uptake rates 157 ± 008 g co2 g−1biomass d−1 uptake rates based dry biomass start trial incorporate co2 used grow new biomass well contained storage compounds carbohydrates uptake rates represent 14–20fold improvements suspension controls potentially scaling capture 570 tco2 t−1biomass yr−1 equivalent land consumption 55–817 × 106 ha delivering annualized co2 removal 8–12 gtco2 compared 04–12 × 109 ha forestrybased bioenergy carbon capture storage biocomposites remained functional 12 weeks without additional nutrient water supplementation whereupon experiments terminated engineered optimized cyanobacteria biocomposites potential sustainable scalable deployment part humanity’s multifaceted technological stand climate change offering enhanced co2 removal low water nutrient land use penalties
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 authorscurrently many industries aim improve heat transfer system reduce cost carbon emission improving heat exchanger apparatus convectional working fluid water replaced hybrid nanofluid hybrid nanofluid suspension nanoparticles conventional base fluids improve properties generally different combinations nanoparticle base fluid variably enhance specific heat capacity removing heat system study artificial neural network thus employed develop prediction model predicting specific heat capacity using feedforward cascade forward propagation networks levenberg–marquardt learning algorithm best artificial neural network ann model topology selected predict specific heat capacity hybrid nanofluid r value 09919 09473 09673 training validating testing respectively specific heat capacity value ann model applied evaluate analyze heat transfer rates hybrid nanofluid al2o3 cuo water exhibited best heat removing medium heat exchanger application
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 elsevier ltdaccording paris agreement climate change regulations sustainable development goal 13 low carbon city communitybased action shall widely used encourage transformation cities reducing greenhouse gas emissions daily life however concept low carbon city requires community engagement inhabitants building community engagement remains considerable challenge especially low middleincome countries worldwide bangkok one megacities vulnerable climate change study focuses analyzing factors affecting community engagement initiative transform bangkok lowcarbon city study used quantitative research technique sample size 2000 results reveal 11 factors influence success community engagement initiative transition lowcarbon city critical factors include salience climate change experience climate change threats significance climate change response government officers climate change negative positive emotion toward climate change trust community municipal administration community affiliation solidarity participation additionally based stepwise multiple regression statistical models proposed explain critical factors affecting community engagement transform bangkok lowcarbon city
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 authorsclimate change emerged one greatest threats sustainable development cities major contributor high carbon dioxide levels research aimed quantify citywide ghg emissions investigate potential climate change mitigation communities near world heritage site whs ayutthaya thailand via multicriteria analytical hierarchy process ahp total citywide ghg emission ayutthaya municipality 2018 9913704 tco2eq 193 tco2eq per capita energy waste sectors two largest emitters pratuchai populated subdistrict whs location largest source ghgs however cultural heritage site emitted 02 total ghgs based ipcc2013 lca method residential sector accounted largest share 74 whs contributed 1 total energyrelated co2 emissions thailand’s nationally determined contribution ndc roadmap fully implemented residential sector total ghgs reduced 973547 tco2eq 684686 tco2eq 2030 based expert interviews ahp pairwise comparison showed energysaving strategies preferable renewable energy technologies climate policy initiative ‘feasibility implementation’ highest ahp weight 045 followed ‘policy feasibility’ 039 ‘environmental performance’ 016
"Suankularb Wittayalai School, Chulalongkorn University, Chulalongkorn University, Ritsumeikan University, Chulalongkorn University",2022 international solar energy societyincreasing climate changecaused natural disasters calls mobile selfpowered backup solutions rescue survival however existing portable solar systems rely single storage high risk suspension emergency prolonged cloudy period work presents portable solardual storage system enables essential loads function continuously regardless weather system operates supercapacitor buffer fluctuating solar power direct mode batterysupercapacitor integration enable extended low light load usage offgrid mode developed mode selector controller overall energy management optimum size supercapacitor determined buffer load quickly recharge within average low light period 5–12 min simulated solar irradiance 4001000 wm2 utilized verify automatic selection two independent modes direct offgrid furthermore outdoor behavior system investigated representative sunny cloudy mixed day moreover different combinations dc ac loads including 80 w notebook power larger solar panel 20 w demonstrated function steadily hours outdoor systems signatures include manual mode selection possibility users automatic switching ability direct mode battery completely discharged malfunction continuous operation loads portable solarpowered system used variety scenarios provides clean solar energy essential electrical appliances lighting communication etc thus increasing chance survival emergency
"North-West University, Chulalongkorn University",2022 resilience alliance rights reservedin study explore genderdifferentiated drivers disadoption nonadoption climatesmart agriculture csa technologies among smallholder farmers everyday adaptation resilience building face increasing threat climate risk apply theoretical perspectives mainstream technology adoption gendered vulnerability identify underlying vulnerabilities inequalities drive disadoption decision discontinue csa technology previously practiced nonadoption decision use form csa technology used exploratorysequential mixed methods design local level chikwawa malawi gwembe zambia understand genderdifferentiated drivers csa disadoption nonadoption key interviews conducted identified critical informants district level followed focus group discussions men women village level obtain qualitative data collected quantitative data crosssectional household survey findings show genderdifferentiated drivers csa disadoption nonadoption fall within social economic institutional environmental categories underlying gendered vulnerability inequality shape drivers csa introduced within preexisting gendered vulnerability inequality shaping adoption decisions diverse groups female male smallholder farmers consequently csa outcomes improved agricultural productivity adaptation resilience building may equally achieved gender inequalities vulnerabilities demotivate diverse households adopting csa work contributes contemporary gendertransformative paradigm climate change adaptation disaster risk reduction focusing csa adoption climatesensitive regions
"Nagoya University, Nagoya University, Strategic International Collaborative Research Program (SICORP), Research Institute and Academia (OPERA), Shinshu University",2022 authorsglobal warming caused co2 emissions major environmental problem thus development materials innovative architectures approach co2 problem necessity study hierarchical porous carbon fibers hcfs synthesized chemical deposition process operates 400 °c uses solutionplasmagenerated soot pgs carbon precursor subsequently co2 adsorption capacity synthesized material evaluated hcfs showed enhanced surface areas networks micropores mesopores moreover hcfs post treated metal etching koh activation post treated hcfs achieved co2 uptake 08 mmol g−1 273 k superior simultaneously produced solution plasma carbon spc co2 uptake 02 mmol g−1
"Chulalongkorn University, Chulalongkorn University, International Centre for Integrated Mountain Development, Asian Institute of Technology",2022 authorsthe sittaung river basin srb remains one least studied basins myanmar terms assessment impact climate change several reservoirs already exist basin much research needed understand projected climate change impacts rainfall temperature flows domestic agricultural demands hydropower generation given limitation observed data ground combination satellitederived meteorological data digital elevation data used generate inputs water evaluation planning weap model five cmip5 gcms used weap assess impact climate change water food energy production srb baseline bl 1985–2014 near future nf 2021–2050 far future ff 2051–2080 periods results indicate average temperature rainfall likely increase future srb december january expected drier warmer whereas rainy months expected wetter warmer future bl flows 1091 m3s expected increase 7–10 nf 16–19 ff basin outlet meanwhile unmet domestic demand bl 13 mcm expected decrease approximately 50 future however unmet agricultural demand 667 mcm food production estimated increase bl 11–15 nf 14–19 ff similarly total energy generation nine hydropower projects 412 million mwh expected increase 9–11 nf 16–17 ff thus riverine flows expected increase future thus positively impacting domestic hydropower sectors whereas unmet demands agricultural sector likely remain unsatisfied results will help water agriculture energy sectors develop strategies maximize benefits cope impacts climate change near longterm future
"University of the Punjab, Chulalongkorn University, Quaid-e-Azam Campus, Huaiyin Institute of Technology",2022 society chemical industry john wiley sons ltdthe depletion fossil resources resulting global warming primary motivators moving fossilbased biobased economy biorefineries like petrobased refineries offer green sustainable option producing marketable biobased goods decarbonization pathways hence upgrading bioeconomy context industrial revolution economic environmental sustainability critical adopting biorefinery systems however biorefineries still face numerous hurdles numerous technological economic ecological sociological longterm issues throughout biorefinery production chain key difficulties facing biorefineries today acceptance present market ‘fossilbased economy’ composition availability feedstock quantities needed meet market demand efficiency resource recovery technoeconomic viability sustainability life cycle assessment may provide thorough input environmental setting process optimization minimizing biorefinery projects environmental impact review outline bottlenecks obstacles biorefineries face producing biofuels biomass well biotechnology modern technology might help researchers overcome biorefineries need optimize biomass usage generate products properly fit market expectations items costeffective compared fossil fuels currently 85–90 petroleum refinery output used make fuels 10–15 going petrochemical industry make organic compounds precisely match market demands biorefinery produce proportion fuels organic compounds overcome challenges biofermentation membrane technologies oxidation processes among developing technologies drawing interest several areas biorefinery biorefinery systems necessitate systematic process identifying impacts assessing longterm viability 2022 society chemical industry john wiley sons ltd
"Norwegian University of Science and Technology, Chulalongkorn University, The University of Western Australia, Pennsylvania State University",2022 authors business strategy environment published erp environment john wiley sons ltdthe recent climate emergency declaration many nations around world signifies severity impact climate change entity consumes large quantity resources ranging material human corporations responsibility seriously tackle climate change companys board directors typically responsible developing business strategies including environmental strategies paper explores whether gender diversity corporate boards affect firms emission performance consistent diversity theory find board gender diversity positively associated firms emission reduction performance likelihood firm gender diverse board reduces environmental emission 9 higher industry peers ensure results robust endogeneity conduct additional analyses including propensity score matching psm entropy balancing instrumentalvariable analysis
"Thammasat University, Chulalongkorn University, UNAIDS Regional Support Team for Asia and the Pacific, Chulalongkorn University, Mahidol University, Mahidol University, Mahidol University, Edge Hill University",2022 authorscommunities coastal regions affected impacts extreme climatic events causing flooding erosion reducing impacts flood erosion areas adopting coping strategies fortify resilience individuals localities desirable study used summative content analysis explore coping mechanisms coastal communities various dangers relating flooding erosion findings study show effective surveillance systems disaster preparedness risk mapping early warning systems availability databases functional command systems well reliable funding essential efficiently cope hazards coastal flooding erosion flooding erosion predicted severe due climate change coming years adoption effective natural artificial mechanisms modern technologies help coastal regions resilient coping dangers associated flooding erosion pragmatic policies programs end actors critical averting crises induced flooding erosion coastal areas
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University, National Science and Technology Development Agency",2022 authorsmanaging large amount variety waste produced university canteens challenging study used life cycle assessment lca investigate sustainable municipal solid waste msw management solutions chulalongkorn university cu canteens study assessed three scenarios msw management cu canteens past scenario prior chula zero waste project 2016 s1 current scenario 2017–2021 chula zero waste projects msw management system used s2 future scenario 2021 new msw management option cu canteens chula zero waste s3 obtained results characterized eight impact categories climate change ozone depletion terrestrial acidification freshwater eutrophication human toxicity photochemical oxidant formation particulate matter formation fossil depletion lca results show future scenario s3 chula zero waste project sustainable msw management environmentally sustainable msw plan cu canteens reduce separate source reuse materials instead landfilling mixed waste
"Chulalongkorn University, Uppsala University, University of Otago, Royal Society of Thailand",2022 elsevier ltdbiohydrogen green ecofriendly energy carrier potential reduce dependency fossil fuels renewable biohydrogen production waste biomass sources potentially cheap however largescale commercial production yet achieved problems need tackled include identifying industrially competent microorganisms appropriate bioreactor designs enabling novel hybrid methods integration dark fermentation electrofermentation utilization microbial organisms doped semiconducting nanomaterials enhanced production review focuses production hydrogen biological methods highlighting various fermentation processes role enzymes different pretreatment methods waste materials used briefly summarized current strategies biological hydrogen production including biomimetic synthetic biology approaches assessed economic feasibility potential contribute net zero carbon emission lignocellulosic waste dynamic membrane bioreactor best suitable biomass bioreactor respectively biohydrogen production integrated method dark fermentation electrofermentation yields 41 higher hydrogen compared dark fermentation alone finally review points significant efforts focusing development hybrid fermentation technologies along development novel engineered strains needed commercialscale production biohydrogen future
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 elsevier ltdmitigating environmental health impact associated cyanate one key challenges facing local communities mining industry cyanate cyanide often found cocontaminants environment however lack comprehensive research life cycle assessment lca photocatalytic cyanate degradation study aims assess environmental impacts cyanate degradation nanotio2fecl3 photocatalysis compare life cycle impacts uva visible solardriven photocatalysis functional unit lca involves “the degradation 98 cyanate 1 l wastewater nanotio2fecl3” synthesis tio2 photocatalysts impact 2002 lca method reveals aquatic ecotoxicity nonrenewable energy terrestrial ecotoxicity global warming main contributors total environmental damage cyanate removal nanotio2fecl3 photocatalysis ethanol electricity consumption generates higher environmental impacts inputs results endpoint analysis highlight climate change associated electricity contributes greatest environmental impact across entire photocatalysis life cycle cyanate removal different irradiation sources study provides deeper insight life cycle environmental hotspots photocatalytic cyanate degradation nanotio2 potentially enabling mining operators stakeholders achieve resource efficiency cleaner production
"Chulalongkorn University, Panyapiwat Institute of Management Demonstration School",2022 srimongkol sangtanoo songserm watsuntorn karnchanatatover last several decades concerns climate change pollution due human activity gained widespread attention microalgae proposed suitable biological platform reduce carbon dioxide major greenhouse gas also creating commercial sources highvalue compounds medicines cosmetics food feed biofuel industrialization microalgae culture valorization still limited significant challenges scaling production processes due economic constraints productivity capacities therefore boost resource usage efficiency required enhancement lowers manufacturing costs also enhancing longterm viability microalgaebased products using wastewater nutrient source great way reduce manufacturing costs furthermore water scarcity one important global challenges recent decades industrialization globalization population growth impacted freshwater resources moreover high amounts organic inorganic toxins water due disposal waste rivers severe impacts human animal health microalgae cultures sustainable solution tertiary quaternary treatments since ability digest complex contaminants review presents biorefineries based microalgae angles including potential environmental pollution remediation well applications bioenergy valueadded biomolecule production overview current information microalgaebased technology discussion associated hazards opportunities bioeconomy highlighted
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 chenrai jitmahantakul bissen assawincharoenkijthe main carbon dioxide co2 emissions thailand energy sector gasbased power plants including natural gas biogas co2 point sources mostly located khorat plateau geological co2 storage important element effort reduce co2 emissions co2 point sources study preliminary assessment geological co2 storage potential onshore khorat plateau potential geological formation screened ranked terms suitability co2 storage site storage optimization risk minimization feasibility results screening ranking indicate among tested sites study khorat permian carbonate suitable geological co2 storage followed khorat group sandstone khorat evaporite however khorat cenozoic basalts suitable geological co2 storage khorat plateau results study advance understanding petroleum exploration carbon capture storage technology thailand especially khorat area however noted subsurface studies needed criteria included future improve reliability assessment geological co2 storage potential khorat plateau
"Chulalongkorn University, Chulalongkorn University",2022 elsevier ltdco2 methanol c2m technology promising sustainable solution negative carbon emissions suitable indicator needed ensure demonstrates progress moving toward zeronet emission study proposed emergy analysis three alternative methanol productions captured co2 methanol direct hydrogenation hydrogen natural gas reforming case 1 methanol direct hydrogenation hydrogen water electrolysis case 2 methanol co2ngsteammixed reforming case 3 highest emergy consumption per joule methanol transformity 293 ×105 sejj case 2 according emergy distribution emergy input dominates case study includes natural gas raw material fuels case 1 case 3 electricity water electrolysis case 2 comparing transformity conventional methanol production fossil fuel co2 methanol processes compete traditional one moreover implementation renewable electrical sources wind power transformity case 2 reduced 495 × 104 sejj became lower methanol production biomass 787 ×104 sejj improvement leads case 2 preferable choice methanol production
"Kasetsart University, Chulalongkorn University, Khon Kaen University",2022 elsevier bvcarbon dioxide adsorption based porous materials emerged promising technique prevent emission greenhouse gases ghgs atmosphere capture ghgs enter carbon cycle work polybenzoxazine pbz synthesized carbonized 1173 k use co2 capture material catalytic support hydrogenation co2 methanol effect cationic anionic nonionic surfactants morphology pbzderived carbon investigated determined type surfactant major impact morphology pbzderived carbon moreover using higher surfactant concentration led larger pore size pore volume specific surface area high efficiency pbzderived carbon co2 adsorption confirmed co2tpd ftir sem notably carbon modified p123 surfactant delivered high co2 adsorption capacity 159 mmol g−1 2 times higher unmodified carbon
"Rajamangala University of Technology Rattanakosin, Chulalongkorn University, Srinakharinwirot University, Agricultural Research Development Agency (Public Organization), Chulalongkorn University, Chulalongkorn University",2022 usapein tuntiwiwattanapun polburee veerakul seekao chavalparitclimate change food security energy crisis becoming intense world oil palm utilized food biofuel industries respond crisis necessary develop palm oil products besides vegetable oil biodiesel article focuses development strategies research oil palm throughout supply chain thailand swot factors strengths weaknesses opportunities threats recognized via interviews stakeholders stakeholders feedstock producers crude palm oil cpo producers government agencies biodiesel producers palm oil refinery producers researchers results obtained data collection analyzed led formulation strategies future research oil palm tows matrix according analysis future palm oil research framework strategies consist four categories 1 oil palm management policy developing regulation economic instruments various forms systematically manage oil palm industry applying big data smart innovation analyze market behavior 2 oil palm breeding production technologies developing smart innovation line farmers’ lifestyles supporting research oil content analysis harvesting technology 3 oil palm biomass conversion technologies assessing environmental impacts life cycle technology evaluating potential reduction greenhouse gas emissions increasing consumption rate palm biomass 4 palmbased oleochemical products developing oleochemical technology industrial level expanding potential capacity producing oleochemical derivative products increasing consumption rate value added cpo four frameworks detailed revised line information obtained seminars comments interviews meet needs stakeholders framework will help drive biocirculargreen economy model future
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 authors exclusive licence international consortium landscape ecological engineeringthe rapid increase coastal urbanization profoundly impacts various environmental components significantly transforms coastal ecosystems degree lose integrity coastal zones facing increasing pressure socioeconomic development climate change sustainable coastal planning management must understand better humans changing physical environment coastal areas present rational comprehensive direction development purpose research systematically review following aims 1 describe scientific debates anthropogenic activities coastal landscape 2 systematically identify landscape structure changing coastal ecosystem 3 discuss consequences change research articles database systematically mapped reviewed summarize state current evidencebased information related characters effects change 114 articles selected indicate numerous adverse actions consequences anthropogenic landscape change humans significantly influence structure coastal ecosystem consequently functions coastal ecosystem altered degraded review proposed spatial planning guidelines maintain restore ecological integrity coastal development especially small portions formerly intact coastal ecosystems remain
"Chulalongkorn University, Chulalongkorn University",2022 hydrogen energy publications llccarbon dioxide co2 conversion highervalue products promising pathway mitigate co2 emissions methanol highvaluechain chemical industries produced co2 hydrogenation exothermic reaction due thermodynamic limitations typical synthesis temperature 250 °c 300 °c results low conversion co2 equilibrium enhance co2 conversion high pressures 50–100 bar required inevitably causes process energyintensive study alternative method called alcoholassisted methanol synthesis investigated method alcohol used catalytic solvent helps decrease reaction temperature pressure 150 °c 50 bar significantly increases methanol yield ethanol used alcohol due reactivity providing high methanol yield 4780 6393 co2 conversion 6754 methanol selectivity however due unwanted side reactions ethanol generates ethyl acetate byproduct forms azeotrope methanol leading difficulty product purification effects alcohol type molecular weight structure including ethanol 1propanol 2propanol 1butanol 2butanol isobutanol tertbutanol 1pentanol co2 conversion methanol yield byproducts investigated found smallermolecule alcohols provide higher methanol yield moreover nalcohols provide higher methanol yield branched alcohols byproducts reaction nalcohols form azeotrope methanol therefore 1propanol compared ethanol providing 2655 methanol yield 6902 co2 conversion 7082 methanol selectivity
"Chulalongkorn University, Mahidol University",2022 wileyvch gmbhglobal climate changes impacted excessive co2 emission exacerbates environmental problems electrocatalytic co2 reduction co2rr offers solution utilising co2 feedstocks valueadded products potentially mitigating negative effects owing extreme stability co2 selectivity efficiency crucial factors development co2rr electrocatalysts recently singleatom catalysts emerged potential electrocatalysts co2 reduction generally comprise atomically molecularly dispersed active sites conductive supports enable atomiclevel molecularlevel modulations minireview catalyst preparations principle modulations reaction mechanisms summarised together related recent advances atomiclevel modulations first discussed followed molecularlevel modulations finally current challenges future opportunities provided guidance developments regarding discussed topics
"Thammasat University, United Nations Programme on HIV/AIDS Regional Support Team for Asia and the Pacific, Chulalongkorn University, Mahidol University, Edge Hill University",2022 authors licensee mdpi basel switzerlandkrabi nakhon si thammarat two coastal provinces thailand facing substantial threats climate change induced hydrometeorological hazards including enhanced coastal erosion flooding human populations livelihoods coastal provinces greater risk inland provinces however little known communities’ resilience coping capacities regarding hydrometeorological hazards varying magnitudes study conducted quantitative socioeconomic assessment people krabi nakhon si thammarat provinces manage respond hydrometeorological hazards examining resilience coping capacities crosssectional study based secondary data collection social economic dimensions resilience review literature coping mechanisms hydrometeorological hazards within study area measuring mapping socioeconomic resilience based available data gathered social economic dimensions existing standard indicators exposure vulnerability applied uniformly across subdistricts combination social economic dimensions produced novel socioeconomic resilience index scores subdistrict mapped accordingly two coastal provinces study also derived coping capacity index scores combining availability skills soft capacity availability structural resources hard coping capacity socioeconomic resilience index scores varied greatly amongst subdistricts combining soft hard coping capacities average score across districts provinces 3 possible 4 meaning districts largely resilient however variations also existed subdistrict subdistricts krabi nakhon si thammarat provinces low coping capacity index scores 1 2 4 district averages socioeconomic resilience scores mask variations subdistrict level studies rigorous methodologies village neighborhood level needed obtain nuanced understanding community resilience hydrometeorological hazards
"Chulalongkorn University, Chulalongkorn University",2022 authors licensee mdpi basel switzerlandto avoid potential adverse impacts climate change global warming suggested target net zero emissions reached midcentury thailand aiming achieve carbon neutrality 2050 since electricity generation one largest producers carbon dioxide emission associated emissions must greatly reduced achieve targets mentioned thus new generation expansion plans must well developed paper discusses development generation expansion plans considering thailand’s latest policies along enhancement existing multiperiod linear programming model allowing new electricity generation technologies low emissions eg solar pv battery hydrogen blending natural gas integrated generation expansion planning four generation expansion plans different levels hydrogen blending natural gas proposed discussed found thailand achieve carbon neutrality 2050 promoting use renewable energy altogether tradeoff land solar pv installation amount hydrogen blended natural gas lesson learned study provides crucial information possible pathways achieve carbon neutrality electricity sector policy makers countries
"Sukhothai Thammathirat Open University, Kasetsart University, Kasetsart University, Chulalongkorn University, EcoHealth Alliance, Kasetsart University, Mahidol University",2022 ecohealth alliancenipah virus niv zoonotic virus pose serious threat human livestock health oldworld fruit bats pteropus spp natural reservoir hosts niv pteropus lylei lyle’s flying fox important host niv mainland southeast asia niv transmitted bats humans directly via batcontaminated foods ie date palm sap fruit indirectly via livestock intermediate animal hosts construct risk maps niv spillover transmission combining ecological niche models p lylei bat reservoir spatial data related direct indirect niv transmission livestock density foodborne sources including fruit production human population predict current future 2050 2070 distribution p lylei across thailand cambodia vietnam bestfit model predicted central western regions thailand small areas cambodia currently suitable habitats p lylei however due climate change species range predicted expand include lower northern northeastern eastern upper southern thailand almost cambodia lower southern vietnam expansion will create additional risk areas human infection p lylei thailand combined predictive risk maps showed central thailand inhabited 23 million people considered highly suitable zoonotic transmission niv p lylei current future niv transmission risk maps used prioritize sites active virus surveillance developing awareness prevention programs reduce risk niv spillover spread thailand
